index	fib_sum	dfsr	ifsr	actlr	cpacr	pmcr	cache_aux_cntrl	cntrl
9	14930352	2053	0	66	15728640	2147483648	270532674	12916861	9
10	14930352	2053	0	66	15728640	2147483648	270532674	12916861	10
10	14930352	2053	0	66	15728640	2147483648	270532674	12916861	10
10	14930352	2053	0	66	15728640	2147483648	270532674	12916861	10
10	14930352	2053	0	66	15728640	2147483648	270532674	12916861	10
10	14930352	2053	0	66	15728640	2147483648	270532674	12916861	10
11	14930352	2053	0	66	15728640	2147483648	270532674	12916861	11
11	14930352	2053	0	66	15728640	2147483648	270532674	12916861	11
11	14930352	2053	0	66	15728640	2147483648	270532674	12916861	11
11	14930352	2053	0	66	15728640	2147483648	270532674	12916861	11
11	14930352	2053	0	66	15728640	2147483648	270532674	12916861	11
11	14930352	2053	0	66	15728640	2147483648	270532674	12916861	11
12	14930352	2053	0	66	15728640	2147483648	270532674	12916861	12
12	14930352	2053	0	66	15728640	2147483648	270532674	12916861	12
12	14930352	2053	0	66	15728640	2147483648	270532674	12916861	12
12	14930352	2053	0	66	15728640	2147483648	270532674	12916861	12
12	14930352	2053	0	66	15728640	2147483648	270532674	12916861	12
12	14930352	2053	0	66	15728640	2147483648	270532674	12916861	12
13	14930352	2053	0	66	15728640	2147483648	270532674	12916861	13
13	14930352	2053	0	66	15728640	2147483648	270532674	12916861	13
13	14930352	2053	0	66	15728640	2147483648	270532674	12916861	13
13	14930352	2053	0	66	15728640	2147483648	270532674	12916861	13
14	14930352	2053	0	66	15728640	2147483648	270532674	12916861	14
14	14930352	2053	0	66	15728640	2147483648	270532674	12916861	14
14	14930352	2053	0	66	15728640	2147483648	270532674	12916861	14
14	14930352	2053	0	66	15728640	2147483648	270532674	12916861	14
14	14930352	2053	0	66	15728640	2147483648	270532674	12916861	14
14	14930352	2053	0	66	15728640	2147483648	270532674	12916861	14
15	14930352	2053	0	66	15728640	2147483648	270532674	12916861	15
15	14930352	2053	0	66	15728640	2147483648	270532674	12916861	15
15	14930352	2053	0	66	15728640	2147483648	270532674	12916861	15
15	14930352	2053	0	66	15728640	2147483648	270532674	12916861	15
15	14930352	2053	0	66	15728640	2147483648	270532674	12916861	15
15	14930352	2053	0	66	15728640	2147483648	270532674	12916861	15
16	14930352	2053	0	66	15728640	2147483648	270532674	12916861	16
16	14930352	2053	0	66	15728640	2147483648	270532674	12916861	16
16	14930352	2053	0	66	15728640	2147483648	270532674	12916861	16
16	14930352	2053	0	66	15728640	2147483648	270532674	12916861	16
16	14930352	2053	0	66	15728640	2147483648	270532674	12916861	16
17	14930352	2053	0	66	15728640	2147483648	270532674	12916861	17
17	14930352	2053	0	66	15728640	2147483648	270532674	12916861	17
17	14930352	2053	0	66	15728640	2147483648	270532674	12916861	17
17	14930352	2053	0	66	15728640	2147483648	270532674	12916861	17
17	14930352	2053	0	66	15728640	2147483648	270532674	12916861	17
18	14930352	2053	0	66	15728640	2147483648	270532674	12916861	18
18	14930352	2053	0	66	15728640	2147483648	270532674	12916861	18
18	14930352	2053	0	66	15728640	2147483648	270532674	12916861	18
18	14930352	2053	0	66	15728640	2147483648	270532674	12916861	18
18	14930352	2053	0	66	15728640	2147483648	270532674	12916861	18
18	14930352	2053	0	66	15728640	2147483648	270532674	12916861	18
19	14930352	2053	0	66	15728640	2147483648	270532674	12916861	19
19	14930352	2053	0	66	15728640	2147483648	270532674	12916861	19
19	14930352	2053	0	66	15728640	2147483648	270532674	12916861	19
19	14930352	2053	0	66	15728640	2147483648	270532674	12916861	19
20	14930352	2053	0	66	15728640	2147483648	270532674	12916861	20
20	14930352	2053	0	66	15728640	2147483648	270532674	12916861	20
20	14930352	2053	0	66	15728640	2147483648	270532674	12916861	20
20	14930352	2053	0	66	15728640	2147483648	270532674	12916861	20
20	14930352	2053	0	66	15728640	2147483648	270532674	12916861	20
20	14930352	2053	0	66	15728640	2147483648	270532674	12916861	20
21	14930352	2053	0	66	15728640	2147483648	270532674	12916861	21
21	14930352	2053	0	66	15728640	2147483648	270532674	12916861	21
21	14930352	2053	0	66	15728640	2147483648	270532674	12916861	21
21	14930352	2053	0	66	15728640	2147483648	270532674	12916861	21
21	14930352	2053	0	66	15728640	2147483648	270532674	12916861	21
22	14930352	2053	0	66	15728640	2147483648	270532674	12916861	22
22	14930352	2053	0	66	15728640	2147483648	270532674	12916861	22
22	14930352	2053	0	66	15728640	2147483648	270532674	12916861	22
22	14930352	2053	0	66	15728640	2147483648	270532674	12916861	22
22	14930352	2053	0	66	15728640	2147483648	270532674	12916861	22
23	14930352	2053	0	66	15728640	2147483648	270532674	12916861	23
23	14930352	2053	0	66	15728640	2147483648	270532674	12916861	23
23	14930352	2053	0	66	15728640	2147483648	270532674	12916861	23
23	14930352	2053	0	66	15728640	2147483648	270532674	12916861	23
23	14930352	2053	0	66	15728640	2147483648	270532674	12916861	23
23	14930352	2053	0	66	15728640	2147483648	270532674	12916861	23
24	14930352	2053	0	66	15728640	2147483648	270532674	12916861	24
24	14930352	2053	0	66	15728640	2147483648	270532674	12916861	24
24	14930352	2053	0	66	15728640	2147483648	270532674	12916861	24
24	14930352	2053	0	66	15728640	2147483648	270532674	12916861	24
24	14930352	2053	0	66	15728640	2147483648	270532674	12916861	24
24	14930352	2053	0	66	15728640	2147483648	270532674	12916861	24
25	14930352	2053	0	66	15728640	2147483648	270532674	12916861	25
25	14930352	2053	0	66	15728640	2147483648	270532674	12916861	25
25	14930352	2053	0	66	15728640	2147483648	270532674	12916861	25
25	14930352	2053	0	66	15728640	2147483648	270532674	12916861	25
26	14930352	2053	0	66	15728640	2147483648	270532674	12916861	26
26	14930352	2053	0	66	15728640	2147483648	270532674	12916861	26
26	14930352	2053	0	66	15728640	2147483648	270532674	12916861	26
26	14930352	2053	0	66	15728640	2147483648	270532674	12916861	26
26	14930352	2053	0	66	15728640	2147483648	270532674	12916861	26
26	14930352	2053	0	66	15728640	2147483648	270532674	12916861	26
27	14930352	2053	0	66	15728640	2147483648	270532674	12916861	27
27	14930352	2053	0	66	15728640	2147483648	270532674	12916861	27
27	14930352	2053	0	66	15728640	2147483648	270532674	12916861	27
27	14930352	2053	0	66	15728640	2147483648	270532674	12916861	27
27	14930352	2053	0	66	15728640	2147483648	270532674	12916861	27
27	14930352	2053	0	66	15728640	2147483648	270532674	12916861	27
28	14930352	2053	0	66	15728640	2147483648	270532674	12916861	28
28	14930352	2053	0	66	15728640	2147483648	270532674	12916861	28
28	14930352	2053	0	66	15728640	2147483648	270532674	12916861	28
28	14930352	2053	0	66	15728640	2147483648	270532674	12916861	28
28	14930352	2053	0	66	15728640	2147483648	270532674	12916861	28
29	14930352	2053	0	66	15728640	2147483648	270532674	12916861	29
29	14930352	2053	0	66	15728640	2147483648	270532674	12916861	29
29	14930352	2053	0	66	15728640	2147483648	270532674	12916861	29
29	14930352	2053	0	66	15728640	2147483648	270532674	12916861	29
29	14930352	2053	0	66	15728640	2147483648	270532674	12916861	29
29	14930352	2053	0	66	15728640	2147483648	270532674	12916861	29
30	14930352	2053	0	66	15728640	2147483648	270532674	12916861	30
30	14930352	2053	0	66	15728640	2147483648	270532674	12916861	30
30	14930352	2053	0	66	15728640	2147483648	270532674	12916861	30
30	14930352	2053	0	66	15728640	2147483648	270532674	12916861	30
30	14930352	2053	0	66	15728640	2147483648	270532674	12916861	30
30	14930352	2053	0	66	15728640	2147483648	270532674	12916861	30
31	14930352	2053	0	66	15728640	2147483648	270532674	12916861	31
31	14930352	2053	0	66	15728640	2147483648	270532674	12916861	31
31	14930352	2053	0	66	15728640	2147483648	270532674	12916861	31
31	14930352	2053	0	66	15728640	2147483648	270532674	12916861	31
31	14930352	2053	0	66	15728640	2147483648	270532674	12916861	31
32	14930352	2053	0	66	15728640	2147483648	270532674	12916861	32
32	14930352	2053	0	66	15728640	2147483648	270532674	12916861	32
32	14930352	2053	0	66	15728640	2147483648	270532674	12916861	32
32	14930352	2053	0	66	15728640	2147483648	270532674	12916861	32
32	14930352	2053	0	66	15728640	2147483648	270532674	12916861	32
33	14930352	2053	0	66	15728640	2147483648	270532674	12916861	33
33	14930352	2053	0	66	15728640	2147483648	270532674	12916861	33
33	14930352	2053	0	66	15728640	2147483648	270532674	12916861	33
33	14930352	2053	0	66	15728640	2147483648	270532674	12916861	33
33	14930352	2053	0	66	15728640	2147483648	270532674	12916861	33
33	14930352	2053	0	66	15728640	2147483648	270532674	12916861	33
34	14930352	2053	0	66	15728640	2147483648	270532674	12916861	34
34	14930352	2053	0	66	15728640	2147483648	270532674	12916861	34
34	14930352	2053	0	66	15728640	2147483648	270532674	12916861	34
35	14930352	2053	0	66	15728640	2147483648	270532674	12916861	35
35	14930352	2053	0	66	15728640	2147483648	270532674	12916861	35
35	14930352	2053	0	66	15728640	2147483648	270532674	12916861	35
35	14930352	2053	0	66	15728640	2147483648	270532674	12916861	35
35	14930352	2053	0	66	15728640	2147483648	270532674	12916861	35
36	14930352	2053	0	66	15728640	2147483648	270532674	12916861	36
36	14930352	2053	0	66	15728640	2147483648	270532674	12916861	36
36	14930352	2053	0	66	15728640	2147483648	270532674	12916861	36
36	14930352	2053	0	66	15728640	2147483648	270532674	12916861	36
36	14930352	2053	0	66	15728640	2147483648	270532674	12916861	36
37	14930352	2053	0	66	15728640	2147483648	270532674	12916861	37
37	14930352	2053	0	66	15728640	2147483648	270532674	12916861	37
37	14930352	2053	0	66	15728640	2147483648	270532674	12916861	37
38	14930352	2053	0	66	15728640	2147483648	270532674	12916861	38
38	14930352	2053	0	66	15728640	2147483648	270532674	12916861	38
38	14930352	2053	0	66	15728640	2147483648	270532674	12916861	38
38	14930352	2053	0	66	15728640	2147483648	270532674	12916861	38
39	14930352	2053	0	66	15728640	2147483648	270532674	12916861	39
39	14930352	2053	0	66	15728640	2147483648	270532674	12916861	39
39	14930352	2053	0	66	15728640	2147483648	270532674	12916861	39
39	14930352	2053	0	66	15728640	2147483648	270532674	12916861	39
39	14930352	2053	0	66	15728640	2147483648	270532674	12916861	39
40	14930352	2053	0	66	15728640	2147483648	270532674	12916861	40
40	14930352	2053	0	66	15728640	2147483648	270532674	12916861	40
40	14930352	2053	0	66	15728640	2147483648	270532674	12916861	40
40	14930352	2053	0	66	15728640	2147483648	270532674	12916861	40
40	14930352	2053	0	66	15728640	2147483648	270532674	12916861	40
41	14930352	2053	0	66	15728640	2147483648	270532674	12916861	41
41	14930352	2053	0	66	15728640	2147483648	270532674	12916861	41
41	14930352	2053	0	66	15728640	2147483648	270532674	12916861	41
42	14930352	2053	0	66	15728640	2147483648	270532674	12916861	42
42	14930352	2053	0	66	15728640	2147483648	270532674	12916861	42
42	14930352	2053	0	66	15728640	2147483648	270532674	12916861	42
42	14930352	2053	0	66	15728640	2147483648	270532674	12916861	42
43	14930352	2053	0	66	15728640	2147483648	270532674	12916861	43
43	14930352	2053	0	66	15728640	2147483648	270532674	12916861	43
43	14930352	2053	0	66	15728640	2147483648	270532674	12916861	43
43	14930352	2053	0	66	15728640	2147483648	270532674	12916861	43
43	14930352	2053	0	66	15728640	2147483648	270532674	12916861	43
44	14930352	2053	0	66	15728640	2147483648	270532674	12916861	44
44	14930352	2053	0	66	15728640	2147483648	270532674	12916861	44
44	14930352	2053	0	66	15728640	2147483648	270532674	12916861	44
44	14930352	2053	0	66	15728640	2147483648	270532674	12916861	44
44	14930352	2053	0	66	15728640	2147483648	270532674	12916861	44
45	14930352	2053	0	66	15728640	2147483648	270532674	12916861	45
45	14930352	2053	0	66	15728640	2147483648	270532674	12916861	45
45	14930352	2053	0	66	15728640	2147483648	270532674	12916861	45
45	14930352	2053	0	66	15728640	2147483648	270532674	12916861	45
46	14930352	2053	0	66	15728640	2147483648	270532674	12916861	46
46	14930352	2053	0	66	15728640	2147483648	270532674	12916861	46
46	14930352	2053	0	66	15728640	2147483648	270532674	12916861	46
46	14930352	2053	0	66	15728640	2147483648	270532674	12916861	46
46	14930352	2053	0	66	15728640	2147483648	270532674	12916861	46
46	14930352	2053	0	66	15728640	2147483648	270532674	12916861	46
47	14930352	2053	0	66	15728640	2147483648	270532674	12916861	47
47	14930352	2053	0	66	15728640	2147483648	270532674	12916861	47
47	14930352	2053	0	66	15728640	2147483648	270532674	12916861	47
47	14930352	2053	0	66	15728640	2147483648	270532674	12916861	47
47	14930352	2053	0	66	15728640	2147483648	270532674	12916861	47
47	14930352	2053	0	66	15728640	2147483648	270532674	12916861	47
48	14930352	2053	0	66	15728640	2147483648	270532674	12916861	48
48	14930352	2053	0	66	15728640	2147483648	270532674	12916861	48
48	14930352	2053	0	66	15728640	2147483648	270532674	12916861	48
48	14930352	2053	0	66	15728640	2147483648	270532674	12916861	48
48	14930352	2053	0	66	15728640	2147483648	270532674	12916861	48
49	14930352	2053	0	66	15728640	2147483648	270532674	12916861	49
49	14930352	2053	0	66	15728640	2147483648	270532674	12916861	49
49	14930352	2053	0	66	15728640	2147483648	270532674	12916861	49
49	14930352	2053	0	66	15728640	2147483648	270532674	12916861	49
49	14930352	2053	0	66	15728640	2147483648	270532674	12916861	49
49	14930352	2053	0	66	15728640	2147483648	270532674	12916861	49
50	14930352	2053	0	66	15728640	2147483648	270532674	12916861	50
50	14930352	2053	0	66	15728640	2147483648	270532674	12916861	50
50	14930352	2053	0	66	15728640	2147483648	270532674	12916861	50
50	14930352	2053	0	66	15728640	2147483648	270532674	12916861	50
50	14930352	2053	0	66	15728640	2147483648	270532674	12916861	50
51	14930352	2053	0	66	15728640	2147483648	270532674	12916861	51
51	14930352	2053	0	66	15728640	2147483648	270532674	12916861	51
51	14930352	2053	0	66	15728640	2147483648	270532674	12916861	51
51	14930352	2053	0	66	15728640	2147483648	270532674	12916861	51
51	14930352	2053	0	66	15728640	2147483648	270532674	12916861	51
52	14930352	2053	0	66	15728640	2147483648	270532674	12916861	52
52	14930352	2053	0	66	15728640	2147483648	270532674	12916861	52
52	14930352	2053	0	66	15728640	2147483648	270532674	12916861	52
52	14930352	2053	0	66	15728640	2147483648	270532674	12916861	52
52	14930352	2053	0	66	15728640	2147483648	270532674	12916861	52
52	14930352	2053	0	66	15728640	2147483648	270532674	12916861	52
53	14930352	2053	0	66	15728640	2147483648	270532674	12916861	53
53	14930352	2053	0	66	15728640	2147483648	270532674	12916861	53
53	14930352	2053	0	66	15728640	2147483648	270532674	12916861	53
53	14930352	2053	0	66	15728640	2147483648	270532674	12916861	53
53	14930352	2053	0	66	15728640	2147483648	270532674	12916861	53
53	14930352	2053	0	66	15728640	2147483648	270532674	12916861	53
54	14930352	2053	0	66	15728640	2147483648	270532674	12916861	54
54	14930352	2053	0	66	15728640	2147483648	270532674	12916861	54
54	14930352	2053	0	66	15728640	2147483648	270532674	12916861	54
54	14930352	2053	0	66	15728640	2147483648	270532674	12916861	54
54	14930352	2053	0	66	15728640	2147483648	270532674	12916861	54
55	14930352	2053	0	66	15728640	2147483648	270532674	12916861	55
55	14930352	2053	0	66	15728640	2147483648	270532674	12916861	55
55	14930352	2053	0	66	15728640	2147483648	270532674	12916861	55
55	14930352	2053	0	66	15728640	2147483648	270532674	12916861	55
55	14930352	2053	0	66	15728640	2147483648	270532674	12916861	55
55	14930352	2053	0	66	15728640	2147483648	270532674	12916861	55
56	14930352	2053	0	66	15728640	2147483648	270532674	12916861	56
56	14930352	2053	0	66	15728640	2147483648	270532674	12916861	56
56	14930352	2053	0	66	15728640	2147483648	270532674	12916861	56
56	14930352	2053	0	66	15728640	2147483648	270532674	12916861	56
56	14930352	2053	0	66	15728640	2147483648	270532674	12916861	56
57	14930352	2053	0	66	15728640	2147483648	270532674	12916861	57
57	14930352	2053	0	66	15728640	2147483648	270532674	12916861	57
57	14930352	2053	0	66	15728640	2147483648	270532674	12916861	57
57	14930352	2053	0	66	15728640	2147483648	270532674	12916861	57
57	14930352	2053	0	66	15728640	2147483648	270532674	12916861	57
58	14930352	2053	0	66	15728640	2147483648	270532674	12916861	58
58	14930352	2053	0	66	15728640	2147483648	270532674	12916861	58
58	14930352	2053	0	66	15728640	2147483648	270532674	12916861	58
58	14930352	2053	0	66	15728640	2147483648	270532674	12916861	58
58	14930352	2053	0	66	15728640	2147483648	270532674	12916861	58
58	14930352	2053	0	66	15728640	2147483648	270532674	12916861	58
59	14930352	2053	0	66	15728640	2147483648	270532674	12916861	59
59	14930352	2053	0	66	15728640	2147483648	270532674	12916861	59
59	14930352	2053	0	66	15728640	2147483648	270532674	12916861	59
59	14930352	2053	0	66	15728640	2147483648	270532674	12916861	59
59	14930352	2053	0	66	15728640	2147483648	270532674	12916861	59
59	14930352	2053	0	66	15728640	2147483648	270532674	12916861	59
60	14930352	2053	0	66	15728640	2147483648	270532674	12916861	60
60	14930352	2053	0	66	15728640	2147483648	270532674	12916861	60
60	14930352	2053	0	66	15728640	2147483648	270532674	12916861	60
60	14930352	2053	0	66	15728640	2147483648	270532674	12916861	60
61	14930352	2053	0	66	15728640	2147483648	270532674	12916861	61
61	14930352	2053	0	66	15728640	2147483648	270532674	12916861	61
61	14930352	2053	0	66	15728640	2147483648	270532674	12916861	61
61	14930352	2053	0	66	15728640	2147483648	270532674	12916861	61
61	14930352	2053	0	66	15728640	2147483648	270532674	12916861	61
61	14930352	2053	0	66	15728640	2147483648	270532674	12916861	61
62	14930352	2053	0	66	15728640	2147483648	270532674	12916861	62
62	14930352	2053	0	66	15728640	2147483648	270532674	12916861	62
62	14930352	2053	0	66	15728640	2147483648	270532674	12916861	62
62	14930352	2053	0	66	15728640	2147483648	270532674	12916861	62
62	14930352	2053	0	66	15728640	2147483648	270532674	12916861	62
62	14930352	2053	0	66	15728640	2147483648	270532674	12916861	62
63	14930352	2053	0	66	15728640	2147483648	270532674	12916861	63
63	14930352	2053	0	66	15728640	2147483648	270532674	12916861	63
63	14930352	2053	0	66	15728640	2147483648	270532674	12916861	63
63	14930352	2053	0	66	15728640	2147483648	270532674	12916861	63
63	14930352	2053	0	66	15728640	2147483648	270532674	12916861	63
64	14930352	2053	0	66	15728640	2147483648	270532674	12916861	64
64	14930352	2053	0	66	15728640	2147483648	270532674	12916861	64
64	14930352	2053	0	66	15728640	2147483648	270532674	12916861	64
64	14930352	2053	0	66	15728640	2147483648	270532674	12916861	64
64	14930352	2053	0	66	15728640	2147483648	270532674	12916861	64
65	14930352	2053	0	66	15728640	2147483648	270532674	12916861	65
65	14930352	2053	0	66	15728640	2147483648	270532674	12916861	65
65	14930352	2053	0	66	15728640	2147483648	270532674	12916861	65
65	14930352	2053	0	66	15728640	2147483648	270532674	12916861	65
65	14930352	2053	0	66	15728640	2147483648	270532674	12916861	65
65	14930352	2053	0	66	15728640	2147483648	270532674	12916861	65
66	14930352	2053	0	66	15728640	2147483648	270532674	12916861	66
66	14930352	2053	0	66	15728640	2147483648	270532674	12916861	66
66	14930352	2053	0	66	15728640	2147483648	270532674	12916861	66
66	14930352	2053	0	66	15728640	2147483648	270532674	12916861	66
66	14930352	2053	0	66	15728640	2147483648	270532674	12916861	66
67	14930352	2053	0	66	15728640	2147483648	270532674	12916861	67
67	14930352	2053	0	66	15728640	2147483648	270532674	12916861	67
67	14930352	2053	0	66	15728640	2147483648	270532674	12916861	67
67	14930352	2053	0	66	15728640	2147483648	270532674	12916861	67
67	14930352	2053	0	66	15728640	2147483648	270532674	12916861	67
68	14930352	2053	0	66	15728640	2147483648	270532674	12916861	68
68	14930352	2053	0	66	15728640	2147483648	270532674	12916861	68
68	14930352	2053	0	66	15728640	2147483648	270532674	12916861	68
68	14930352	2053	0	66	15728640	2147483648	270532674	12916861	68
68	14930352	2053	0	66	15728640	2147483648	270532674	12916861	68
69	14930352	2053	0	66	15728640	2147483648	270532674	12916861	69
69	14930352	2053	0	66	15728640	2147483648	270532674	12916861	69
69	14930352	2053	0	66	15728640	2147483648	270532674	12916861	69
69	14930352	2053	0	66	15728640	2147483648	270532674	12916861	69
69	14930352	2053	0	66	15728640	2147483648	270532674	12916861	69
70	14930352	2053	0	66	15728640	2147483648	270532674	12916861	70
70	14930352	2053	0	66	15728640	2147483648	270532674	12916861	70
70	14930352	2053	0	66	15728640	2147483648	270532674	12916861	70
70	14930352	2053	0	66	15728640	2147483648	270532674	12916861	70
70	14930352	2053	0	66	15728640	2147483648	270532674	12916861	70
71	14930352	2053	0	66	15728640	2147483648	270532674	12916861	71
71	14930352	2053	0	66	15728640	2147483648	270532674	12916861	71
71	14930352	2053	0	66	15728640	2147483648	270532674	12916861	71
71	14930352	2053	0	66	15728640	2147483648	270532674	12916861	71
71	14930352	2053	0	66	15728640	2147483648	270532674	12916861	71
72	14930352	2053	0	66	15728640	2147483648	270532674	12916861	72
72	14930352	2053	0	66	15728640	2147483648	270532674	12916861	72
72	14930352	2053	0	66	15728640	2147483648	270532674	12916861	72
72	14930352	2053	0	66	15728640	2147483648	270532674	12916861	72
73	14930352	2053	0	66	15728640	2147483648	270532674	12916861	73
73	14930352	2053	0	66	15728640	2147483648	270532674	12916861	73
73	14930352	2053	0	66	15728640	2147483648	270532674	12916861	73
73	14930352	2053	0	66	15728640	2147483648	270532674	12916861	73
73	14930352	2053	0	66	15728640	2147483648	270532674	12916861	73
74	14930352	2053	0	66	15728640	2147483648	270532674	12916861	74
74	14930352	2053	0	66	15728640	2147483648	270532674	12916861	74
74	14930352	2053	0	66	15728640	2147483648	270532674	12916861	74
74	14930352	2053	0	66	15728640	2147483648	270532674	12916861	74
74	14930352	2053	0	66	15728640	2147483648	270532674	12916861	74
75	14930352	2053	0	66	15728640	2147483648	270532674	12916861	75
75	14930352	2053	0	66	15728640	2147483648	270532674	12916861	75
75	14930352	2053	0	66	15728640	2147483648	270532674	12916861	75
75	14930352	2053	0	66	15728640	2147483648	270532674	12916861	75
75	14930352	2053	0	66	15728640	2147483648	270532674	12916861	75
76	14930352	2053	0	66	15728640	2147483648	270532674	12916861	76
76	14930352	2053	0	66	15728640	2147483648	270532674	12916861	76
76	14930352	2053	0	66	15728640	2147483648	270532674	12916861	76
76	14930352	2053	0	66	15728640	2147483648	270532674	12916861	76
77	14930352	2053	0	66	15728640	2147483648	270532674	12916861	77
77	14930352	2053	0	66	15728640	2147483648	270532674	12916861	77
77	14930352	2053	0	66	15728640	2147483648	270532674	12916861	77
77	14930352	2053	0	66	15728640	2147483648	270532674	12916861	77
77	14930352	2053	0	66	15728640	2147483648	270532674	12916861	77
77	14930352	2053	0	66	15728640	2147483648	270532674	12916861	77
78	14930352	2053	0	66	15728640	2147483648	270532674	12916861	78
78	14930352	2053	0	66	15728640	2147483648	270532674	12916861	78
78	14930352	2053	0	66	15728640	2147483648	270532674	12916861	78
78	14930352	2053	0	66	15728640	2147483648	270532674	12916861	78
78	14930352	2053	0	66	15728640	2147483648	270532674	12916861	78
79	14930352	2053	0	66	15728640	2147483648	270532674	12916861	79
79	14930352	2053	0	66	15728640	2147483648	270532674	12916861	79
79	14930352	2053	0	66	15728640	2147483648	270532674	12916861	79
79	14930352	2053	0	66	15728640	2147483648	270532674	12916861	79
79	14930352	2053	0	66	15728640	2147483648	270532674	12916861	79
80	14930352	2053	0	66	15728640	2147483648	270532674	12916861	80
80	14930352	2053	0	66	15728640	2147483648	270532674	12916861	80
80	14930352	2053	0	66	15728640	2147483648	270532674	12916861	80
80	14930352	2053	0	66	15728640	2147483648	270532674	12916861	80
80	14930352	2053	0	66	15728640	2147483648	270532674	12916861	80
80	14930352	2053	0	66	15728640	2147483648	270532674	12916861	80
81	14930352	2053	0	66	15728640	2147483648	270532674	12916861	81
81	14930352	2053	0	66	15728640	2147483648	270532674	12916861	81
81	14930352	2053	0	66	15728640	2147483648	270532674	12916861	81
81	14930352	2053	0	66	15728640	2147483648	270532674	12916861	81
81	14930352	2053	0	66	15728640	2147483648	270532674	12916861	81
82	14930352	2053	0	66	15728640	2147483648	270532674	12916861	82
82	14930352	2053	0	66	15728640	2147483648	270532674	12916861	82
82	14930352	2053	0	66	15728640	2147483648	270532674	12916861	82
82	14930352	2053	0	66	15728640	2147483648	270532674	12916861	82
82	14930352	2053	0	66	15728640	2147483648	270532674	12916861	82
83	14930352	2053	0	66	15728640	2147483648	270532674	12916861	83
83	14930352	2053	0	66	15728640	2147483648	270532674	12916861	83
83	14930352	2053	0	66	15728640	2147483648	270532674	12916861	83
83	14930352	2053	0	66	15728640	2147483648	270532674	12916861	83
83	14930352	2053	0	66	15728640	2147483648	270532674	12916861	83
83	14930352	2053	0	66	15728640	2147483648	270532674	12916861	83
84	14930352	2053	0	66	15728640	2147483648	270532674	12916861	84
84	14930352	2053	0	66	15728640	2147483648	270532674	12916861	84
84	14930352	2053	0	66	15728640	2147483648	270532674	12916861	84
84	14930352	2053	0	66	15728640	2147483648	270532674	12916861	84
84	14930352	2053	0	66	15728640	2147483648	270532674	12916861	84
84	14930352	2053	0	66	15728640	2147483648	270532674	12916861	84
85	14930352	2053	0	66	15728640	2147483648	270532674	12916861	85
